FoodCategoryCd,구분,레시피 번호,레시피명,
9,전/ 적 및 부침류,1406,홍합쑥갓전,전/ 적 및 부침류_1406_홍합쑥갓전
12,튀김류,1407,홍합튀김,튀김류_1407_홍합튀김
5,국 및 탕류,1408,김치콩나물국,국 및 탕류_1408_김치콩나물국
7,찜류,1409,계란찜,찜류_1409_계란찜
9,전/ 적 및 부침류,1410,햄계란말이,전/ 적 및 부침류_1410_햄계란말이
13,나물/숙채류,1411,배추된장나물,나물/숙채류_1411_배추된장나물
7,찜류,1412,호박잎찜,찜류_1412_호박잎찜
12,튀김류,1413,미역채소튀김,튀김류_1413_미역채소튀김
12,튀김류,1414,파래채소튀김,튀김류_1414_파래채소튀김
9,전/ 적 및 부침류,1415,천엽전,전/ 적 및 부침류_1415_천엽전
9,전/ 적 및 부침류,1418,동태전,전/ 적 및 부침류_1418_동태전
9,전/ 적 및 부침류,1419,채소계란말이,전/ 적 및 부침류_1419_채소계란말이
5,국 및 탕류,1421,무된장국,국 및 탕류_1421_무된장국
5,국 및 탕류,1422,건새우아욱된장국,국 및 탕류_1422_건새우아욱된장국
5,국 및 탕류,1423,두부김치국,국 및 탕류_1423_두부김치국
5,국 및 탕류,1424,대합미역국,국 및 탕류_1424_대합미역국
12,튀김류,1425,감자연근튀김,튀김류_1425_감자연근튀김
9,전/ 적 및 부침류,1426,양파전,전/ 적 및 부침류_1426_양파전
13,나물/숙채류,1427,숙주부추나물,나물/숙채류_1427_숙주부추나물
5,국 및 탕류,1428,참치김치국,국 및 탕류_1428_참치김치국
5,국 및 탕류,1429,감자당면국,국 및 탕류_1429_감자당면국
5,국 및 탕류,1430,계란국,국 및 탕류_1430_계란국
5,국 및 탕류,1431,조개근대된장국,국 및 탕류_1431_조개근대된장국
5,국 및 탕류,1432,홍합우거지된장국,국 및 탕류_1432_홍합우거지된장국
13,나물/숙채류,1434,오징어부추강회,나물/숙채류_1434_오징어부추강회
11,조림류,1435,소고기우엉조림,조림류_1435_소고기우엉조림
8,구이류,1436,조기양념구이,구이류_1436_조기양념구이
26,"채소, 해조류",1438,다시마(생것),"채소, 해조류_1438_다시마(생것)"
17,장아찌/절임류,1439,깻잎장아찌,장아찌/절임류_1439_깻잎장아찌
14,생채/무침류,1440,콩샐러드(마요),생채/무침류_1440_콩샐러드(마요)
5,국 및 탕류,1441,김치국,국 및 탕류_1441_김치국
12,튀김류,1442,동태튀김,튀김류_1442_동태튀김
12,튀김류,1443,임연수튀김,튀김류_1443_임연수튀김
11,조림류,1444,완두콩조림,조림류_1444_완두콩조림
5,국 및 탕류,1445,미소된장국,국 및 탕류_1445_미소된장국
8,구이류,1446,소고기등심구이,구이류_1446_소고기등심구이
14,생채/무침류,1447,옥수수샐러드(마요),생채/무침류_1447_옥수수샐러드(마요)
25,"두류, 견과 및 종실",1448,연두부,"두류, 견과 및 종실_1448_연두부"
27,수조어육류,1449,모둠생선회,수조어육류_1449_모둠생선회
18,"장류, 양념류",1450,쌈장,"장류, 양념류_1450_쌈장"
14,생채/무침류,1451,어리굴젓무침,생채/무침류_1451_어리굴젓무침
8,구이류,1452,고등어구이,구이류_1452_고등어구이
10,볶음류,1453,소시지김치볶음,볶음류_1453_소시지김치볶음
8,구이류,1455,노가리구이,구이류_1455_노가리구이
11,조림류,1456,강낭콩조림,조림류_1456_강낭콩조림
1,밥류,1457,밤팥밥,밥류_1457_밤팥밥
25,"두류, 견과 및 종실",1458,두부,"두류, 견과 및 종실_1458_두부"
18,"장류, 양념류",1459,소고기약고추장,"장류, 양념류_1459_소고기약고추장"
8,구이류,1460,가자미구이,구이류_1460_가자미구이
8,구이류,1461,갈치구이,구이류_1461_갈치구이
8,구이류,1463,꽁치구이,구이류_1463_꽁치구이
8,구이류,1464,광어구이,구이류_1464_광어구이
8,구이류,1465,감성돔구이,구이류_1465_감성돔구이
8,구이류,1466,민어구이,구이류_1466_민어구이
8,구이류,1467,병어구이,구이류_1467_병어구이
8,구이류,1468,볼락구이,구이류_1468_볼락구이
8,구이류,1469,삼치구이,구이류_1469_삼치구이
8,구이류,1470,임연수구이,구이류_1470_임연수구이
8,구이류,1472,전어구이,구이류_1472_전어구이
8,구이류,1473,조기구이,구이류_1473_조기구이
8,구이류,1474,청어구이,구이류_1474_청어구이
8,구이류,1475,오리고기구이,구이류_1475_오리고기구이
8,구이류,1476,통닭,구이류_1476_통닭
1,밥류,1477,보리밥,밥류_1477_보리밥
1,밥류,1478,조밥,밥류_1478_조밥
24,"곡류, 서류 제품",1479,보리미숫가루,"곡류, 서류 제품_1479_보리미숫가루"
24,"곡류, 서류 제품",1480,찹쌀미숫가루,"곡류, 서류 제품_1480_찹쌀미숫가루"
1,밥류,1481,강낭콩밥,밥류_1481_강낭콩밥
1,밥류,1482,완두콩밥,밥류_1482_완두콩밥
1,밥류,1483,검정콩밥(서리태),밥류_1483_검정콩밥(서리태)
1,밥류,1484,밤밥,밥류_1484_밤밥
18,"장류, 양념류",1485,들기름장,"장류, 양념류_1485_들기름장"
12,튀김류,1486,고구마채튀김,튀김류_1486_고구마채튀김
8,구이류,1488,적어구이,구이류_1488_적어구이
24,"곡류, 서류 제품",1526,가래떡,"곡류, 서류 제품_1526_가래떡"
24,"곡류, 서류 제품",1527,백설기,"곡류, 서류 제품_1527_백설기"
24,"곡류, 서류 제품",1528,깨송편,"곡류, 서류 제품_1528_깨송편"
24,"곡류, 서류 제품",1529,시루떡,"곡류, 서류 제품_1529_시루떡"
24,"곡류, 서류 제품",1530,콩고물인절미,"곡류, 서류 제품_1530_콩고물인절미"
24,"곡류, 서류 제품",1531,절편,"곡류, 서류 제품_1531_절편"
4,죽 및 스프류,1532,쌀죽,죽 및 스프류_1532_쌀죽
24,"곡류, 서류 제품",1533,기장,"곡류, 서류 제품_1533_기장"
24,"곡류, 서류 제품",1534,녹두,"곡류, 서류 제품_1534_녹두"
24,"곡류, 서류 제품",1535,녹말가루,"곡류, 서류 제품_1535_녹말가루"
24,"곡류, 서류 제품",1536,미숫가루,"곡류, 서류 제품_1536_미숫가루"
24,"곡류, 서류 제품",1537,밀가루,"곡류, 서류 제품_1537_밀가루"
25,"두류, 견과 및 종실",1538,완두콩,"두류, 견과 및 종실_1538_완두콩"
24,"곡류, 서류 제품",1539,차수수,"곡류, 서류 제품_1539_차수수"
24,"곡류, 서류 제품",1541,감자,"곡류, 서류 제품_1541_감자"
24,"곡류, 서류 제품",1542,고구마(생것),"곡류, 서류 제품_1542_고구마(생것)"
24,"곡류, 서류 제품",1543,돼지감자,"곡류, 서류 제품_1543_돼지감자"
24,"곡류, 서류 제품",1544,옥수수,"곡류, 서류 제품_1544_옥수수"
24,"곡류, 서류 제품",1545,토란,"곡류, 서류 제품_1545_토란"
24,"곡류, 서류 제품",1546,차조,"곡류, 서류 제품_1546_차조"
24,"곡류, 서류 제품",1547,찹쌀,"곡류, 서류 제품_1547_찹쌀"
24,"곡류, 서류 제품",1558,현미,"곡류, 서류 제품_1558_현미"
24,"곡류, 서류 제품",1559,율무,"곡류, 서류 제품_1559_율무"
25,"두류, 견과 및 종실",1560,붉은팥(마른것),"두류, 견과 및 종실_1560_붉은팥(마른것)"
24,"곡류, 서류 제품",1562,당면(마른것),"곡류, 서류 제품_1562_당면(마른것)"
24,"곡류, 서류 제품",1563,국수(마른것),"곡류, 서류 제품_1563_국수(마른것)"
24,"곡류, 서류 제품",1566,국수(삶은것),"곡류, 서류 제품_1566_국수(삶은것)"
24,"곡류, 서류 제품",1569,쌀국수면(마른것),"곡류, 서류 제품_1569_쌀국수면(마른것)"
24,"곡류, 서류 제품",1572,증편,"곡류, 서류 제품_1572_증편"
2,빵 및 과자류,1573,식빵,빵 및 과자류_1573_식빵
2,빵 및 과자류,1574,모닝빵,빵 및 과자류_1574_모닝빵
2,빵 및 과자류,1575,바게트빵,빵 및 과자류_1575_바게트빵
24,"곡류, 서류 제품",1576,도토리묵,"곡류, 서류 제품_1576_도토리묵"
24,"곡류, 서류 제품",1577,녹두묵,"곡류, 서류 제품_1577_녹두묵"
24,"곡류, 서류 제품",1578,메밀묵,"곡류, 서류 제품_1578_메밀묵"
1,밥류,1579,누룽지(건조),밥류_1579_누룽지(건조)
24,"곡류, 서류 제품",1580,산마(생것),"곡류, 서류 제품_1580_산마(생것)"
25,"두류, 견과 및 종실",1581,밤,"두류, 견과 및 종실_1581_밤"
24,"곡류, 서류 제품",1582,오트밀,"곡류, 서류 제품_1582_오트밀"
25,"두류, 견과 및 종실",1583,은행,"두류, 견과 및 종실_1583_은행"
19,유제품류 및 빙과,1584,저지방우유(2%),유제품류 및 빙과_1584_저지방우유(2%)
19,유제품류 및 빙과,1586,락토우유,유제품류 및 빙과_1586_락토우유
19,유제품류 및 빙과,1588,두유,유제품류 및 빙과_1588_두유
26,"채소, 해조류",1589,양배추(생것),"채소, 해조류_1589_양배추(생것)"
26,"채소, 해조류",1590,양상추(생것),"채소, 해조류_1590_양상추(생것)"
26,"채소, 해조류",1591,양파(생것),"채소, 해조류_1591_양파(생것)"
25,"두류, 견과 및 종실",1593,검정깨(마른것),"두류, 견과 및 종실_1593_검정깨(마른것)"
25,"두류, 견과 및 종실",1595,땅콩(볶은것),"두류, 견과 및 종실_1595_땅콩(볶은것)"
25,"두류, 견과 및 종실",1596,참깨(마른것),"두류, 견과 및 종실_1596_참깨(마른것)"
25,"두류, 견과 및 종실",1597,아몬드,"두류, 견과 및 종실_1597_아몬드"
25,"두류, 견과 및 종실",1598,잣,"두류, 견과 및 종실_1598_잣"
25,"두류, 견과 및 종실",1599,피스타치오,"두류, 견과 및 종실_1599_피스타치오"
25,"두류, 견과 및 종실",1600,해바라기씨,"두류, 견과 및 종실_1600_해바라기씨"
25,"두류, 견과 및 종실",1601,호두,"두류, 견과 및 종실_1601_호두"
25,"두류, 견과 및 종실",1602,호박씨,"두류, 견과 및 종실_1602_호박씨"
25,"두류, 견과 및 종실",1603,조미호박씨,"두류, 견과 및 종실_1603_조미호박씨"
25,"두류, 견과 및 종실",1605,참깨(볶은것),"두류, 견과 및 종실_1605_참깨(볶은것)"
28,유지류,1606,땅콩버터,유지류_1606_땅콩버터
28,유지류,1607,마가린,유지류_1607_마가린
28,유지류,1608,버터,유지류_1608_버터
28,유지류,1609,쇼트닝,유지류_1609_쇼트닝
28,유지류,1610,마요네즈,유지류_1610_마요네즈
18,"장류, 양념류",1611,사우전드 드레싱(케찹+마요),"장류, 양념류_1611_사우전드 드레싱(케찹+마요)"
18,"장류, 양념류",1612,이탈리안 드레싱,"장류, 양념류_1612_이탈리안 드레싱"
18,"장류, 양념류",1613,프렌치 드레싱,"장류, 양념류_1613_프렌치 드레싱"
28,유지류,1614,들기름,유지류_1614_들기름
28,유지류,1615,미강유,유지류_1615_미강유
28,유지류,1616,옥수수기름,유지류_1616_옥수수기름
28,유지류,1617,올리브유,유지류_1617_올리브유
28,유지류,1618,홍화씨기름,유지류_1618_홍화씨기름
28,유지류,1619,참기름,유지류_1619_참기름
28,유지류,1620,카놀라유,유지류_1620_카놀라유
28,유지류,1621,콩기름,유지류_1621_콩기름
28,유지류,1622,해바라기씨유,유지류_1622_해바라기씨유
27,수조어육류,1623,닭가슴살(생것),수조어육류_1623_닭가슴살(생것)
27,수조어육류,1624,닭근위(생것),수조어육류_1624_닭근위(생것)
27,수조어육류,1625,돼지고기(생것),수조어육류_1625_돼지고기(생것)
27,수조어육류,1626,소고기(생것),수조어육류_1626_소고기(생것)
27,수조어육류,1627,소간(생것),수조어육류_1627_소간(생것)
27,수조어육류,1628,오리고기(생것),수조어육류_1628_오리고기(생것)
27,수조어육류,1629,칠면조(생것),수조어육류_1629_칠면조(생것)
27,수조어육류,1630,가자미,수조어육류_1630_가자미
27,수조어육류,1631,광어,수조어육류_1631_광어
27,수조어육류,1632,대구,수조어육류_1632_대구
27,수조어육류,1634,동태,수조어육류_1634_동태
27,수조어육류,1635,병어,수조어육류_1635_병어
27,수조어육류,1637,복어(검복),수조어육류_1637_복어(검복)
27,수조어육류,1638,아귀,수조어육류_1638_아귀
27,수조어육류,1639,연어,수조어육류_1639_연어
27,수조어육류,1640,옥돔(반건조),수조어육류_1640_옥돔(반건조)
27,수조어육류,1641,멸치(생것),수조어육류_1641_멸치(생것)
27,수조어육류,1642,뱅어포,수조어육류_1642_뱅어포
27,수조어육류,1643,북어,수조어육류_1643_북어
27,수조어육류,1644,찐어묵,수조어육류_1644_찐어묵
27,수조어육류,1645,쥐포채,수조어육류_1645_쥐포채
16,젓갈류,1646,명란젓,젓갈류_1646_명란젓
16,젓갈류,1647,어리굴젓,젓갈류_1647_어리굴젓
16,젓갈류,1648,창란젓,젓갈류_1648_창란젓
27,수조어육류,1649,개불,수조어육류_1649_개불
27,수조어육류,1650,굴(생것),수조어육류_1650_굴(생것)
27,수조어육류,1651,꼬막조개,수조어육류_1651_꼬막조개
27,수조어육류,1652,꽃게,수조어육류_1652_꽃게
27,수조어육류,1653,낙지,수조어육류_1653_낙지
27,수조어육류,1654,날치알,수조어육류_1654_날치알
27,수조어육류,1655,새우(대하),수조어육류_1655_새우(대하)
27,수조어육류,1656,멍게,수조어육류_1656_멍게
27,수조어육류,1657,문어,수조어육류_1657_문어
27,수조어육류,1658,오징어,수조어육류_1658_오징어
26,"채소, 해조류",1659,곰취(생것),"채소, 해조류_1659_곰취(생것)"
26,"채소, 해조류",1660,가지(생것),"채소, 해조류_1660_가지(생것)"
26,"채소, 해조류",1661,고구마줄기(생것),"채소, 해조류_1661_고구마줄기(생것)"
26,"채소, 해조류",1662,고비(생것),"채소, 해조류_1662_고비(생것)"
26,"채소, 해조류",1663,고사리(삶은것),"채소, 해조류_1663_고사리(삶은것)"
26,"채소, 해조류",1664,고추잎,"채소, 해조류_1664_고추잎"
26,"채소, 해조류",1665,근대(데친것),"채소, 해조류_1665_근대(데친것)"
26,"채소, 해조류",1667,깻잎(생것),"채소, 해조류_1667_깻잎(생것)"
26,"채소, 해조류",1668,냉이(생것),"채소, 해조류_1668_냉이(생것)"
26,"채소, 해조류",1669,늙은호박(생것),"채소, 해조류_1669_늙은호박(생것)"
26,"채소, 해조류",1670,늙은호박고지,"채소, 해조류_1670_늙은호박고지"
26,"채소, 해조류",1672,단호박(생것),"채소, 해조류_1672_단호박(생것)"
26,"채소, 해조류",1673,달래(생것),"채소, 해조류_1673_달래(생것)"
26,"채소, 해조류",1674,당근(생것),"채소, 해조류_1674_당근(생것)"
26,"채소, 해조류",1675,대파(생것),"채소, 해조류_1675_대파(생것)"
26,"채소, 해조류",1676,더덕(생것),"채소, 해조류_1676_더덕(생것)"
26,"채소, 해조류",1677,도라지(생것),"채소, 해조류_1677_도라지(생것)"
26,"채소, 해조류",1678,돌나물(생것),"채소, 해조류_1678_돌나물(생것)"
26,"채소, 해조류",1679,두릅(생것),"채소, 해조류_1679_두릅(생것)"
26,"채소, 해조류",1680,돌미나리(생것),"채소, 해조류_1680_돌미나리(생것)"
26,"채소, 해조류",1681,마늘(생것),"채소, 해조류_1681_마늘(생것)"
26,"채소, 해조류",1682,마늘종(생것),"채소, 해조류_1682_마늘종(생것)"
26,"채소, 해조류",1683,머위(생것),"채소, 해조류_1683_머위(생것)"
26,"채소, 해조류",1684,무(생것),"채소, 해조류_1684_무(생것)"
26,"채소, 해조류",1685,무말랭이,"채소, 해조류_1685_무말랭이"
26,"채소, 해조류",1686,무청(데친것),"채소, 해조류_1686_무청(데친것)"
26,"채소, 해조류",1687,미나리(데친것),"채소, 해조류_1687_미나리(데친것)"
26,"채소, 해조류",1688,배추(생것),"채소, 해조류_1688_배추(생것)"
26,"채소, 해조류",1689,부추(데친것),"채소, 해조류_1689_부추(데친것)"
26,"채소, 해조류",1690,적양배추(생것),"채소, 해조류_1690_적양배추(생것)"
26,"채소, 해조류",1691,브로콜리(데친것),"채소, 해조류_1691_브로콜리(데친것)"
26,"채소, 해조류",1692,상추(생것),"채소, 해조류_1692_상추(생것)"
26,"채소, 해조류",1693,셀러리(생것),"채소, 해조류_1693_셀러리(생것)"
26,"채소, 해조류",1694,숙주(데친것),"채소, 해조류_1694_숙주(데친것)"
26,"채소, 해조류",1695,시금치(데친것),"채소, 해조류_1695_시금치(데친것)"
26,"채소, 해조류",1696,쑥(생것),"채소, 해조류_1696_쑥(생것)"
26,"채소, 해조류",1697,쑥갓(데친것),"채소, 해조류_1697_쑥갓(데친것)"
26,"채소, 해조류",1698,아욱(생것),"채소, 해조류_1698_아욱(생것)"
26,"채소, 해조류",1699,애호박(생것),"채소, 해조류_1699_애호박(생것)"
26,"채소, 해조류",1705,표고버섯(생것),"채소, 해조류_1705_표고버섯(생것)"
26,"채소, 해조류",1707,표고버섯(마른것),"채소, 해조류_1707_표고버섯(마른것)"
26,"채소, 해조류",1708,팽이버섯(생것),"채소, 해조류_1708_팽이버섯(생것)"
26,"채소, 해조류",1709,양송이버섯(생것),"채소, 해조류_1709_양송이버섯(생것)"
26,"채소, 해조류",1710,송이버섯(생것),"채소, 해조류_1710_송이버섯(생것)"
26,"채소, 해조류",1711,만가닥버섯(생것),"채소, 해조류_1711_만가닥버섯(생것)"
26,"채소, 해조류",1712,느타리버섯(생것),"채소, 해조류_1712_느타리버섯(생것)"
26,"채소, 해조류",1713,파래(생것),"채소, 해조류_1713_파래(생것)"
26,"채소, 해조류",1714,톳(생것),"채소, 해조류_1714_톳(생것)"
26,"채소, 해조류",1715,미역(생것),"채소, 해조류_1715_미역(생것)"
26,"채소, 해조류",1716,매생이(생것),"채소, 해조류_1716_매생이(생것)"
26,"채소, 해조류",1717,김(마른것),"채소, 해조류_1717_김(마른것)"
26,"채소, 해조류",1718,곤약(생것),"채소, 해조류_1718_곤약(생것)"
26,"채소, 해조류",1719,청피망(생것),"채소, 해조류_1719_청피망(생것)"
26,"채소, 해조류",1720,풋마늘(생것),"채소, 해조류_1720_풋마늘(생것)"
26,"채소, 해조류",1721,풋고추,"채소, 해조류_1721_풋고추"
26,"채소, 해조류",1722,황파프리카(생것),"채소, 해조류_1722_황파프리카(생것)"
26,"채소, 해조류",1723,적파프리카(생것),"채소, 해조류_1723_적파프리카(생것)"
26,"채소, 해조류",1724,청파프리카(생것),"채소, 해조류_1724_청파프리카(생것)"
26,"채소, 해조류",1725,콩나물(데친것),"채소, 해조류_1725_콩나물(데친것)"
26,"채소, 해조류",1726,콜리플라워(생것),"채소, 해조류_1726_콜리플라워(생것)"
26,"채소, 해조류",1727,케일(생것),"채소, 해조류_1727_케일(생것)"
26,"채소, 해조류",1728,치커리(생것),"채소, 해조류_1728_치커리(생것)"
26,"채소, 해조류",1729,취나물(마른것),"채소, 해조류_1729_취나물(마른것)"
26,"채소, 해조류",1730,참나물(생것),"채소, 해조류_1730_참나물(생것)"
26,"채소, 해조류",1731,청경채(생것),"채소, 해조류_1731_청경채(생것)"
26,"채소, 해조류",1732,죽순(캔),"채소, 해조류_1732_죽순(캔)"
26,"채소, 해조류",1733,죽순,"채소, 해조류_1733_죽순"
26,"채소, 해조류",1734,원추리,"채소, 해조류_1734_원추리"
26,"채소, 해조류",1735,우엉,"채소, 해조류_1735_우엉"
26,"채소, 해조류",1736,오이(생것),"채소, 해조류_1736_오이(생것)"
26,"채소, 해조류",1737,열무,"채소, 해조류_1737_열무"
26,"채소, 해조류",1738,연근,"채소, 해조류_1738_연근"
2,빵 및 과자류,1741,소보로빵,빵 및 과자류_1741_소보로빵
2,빵 및 과자류,1744,버터롤,빵 및 과자류_1744_버터롤
2,빵 및 과자류,1745,머핀,빵 및 과자류_1745_머핀
2,빵 및 과자류,1746,모카빵,빵 및 과자류_1746_모카빵
2,빵 및 과자류,1749,마늘바게트,빵 및 과자류_1749_마늘바게트
2,빵 및 과자류,1750,건포도계피베이글,빵 및 과자류_1750_건포도계피베이글
2,빵 및 과자류,1753,비스켓,빵 및 과자류_1753_비스켓
2,빵 및 과자류,1754,스콘,빵 및 과자류_1754_스콘
2,빵 및 과자류,1756,계란치즈샌드위치,빵 및 과자류_1756_계란치즈샌드위치
2,빵 및 과자류,1757,햄치즈샌드위치,빵 및 과자류_1757_햄치즈샌드위치
2,빵 및 과자류,1758,슈크림,빵 및 과자류_1758_슈크림
20,음료 및 차류,1759,감잎차,음료 및 차류_1759_감잎차
20,음료 및 차류,1760,결명자차,음료 및 차류_1760_결명자차
20,음료 및 차류,1761,계피차,음료 및 차류_1761_계피차
2,빵 및 과자류,1762,와플,빵 및 과자류_1762_와플
20,음료 및 차류,1763,구기자차,음료 및 차류_1763_구기자차
20,음료 및 차류,1764,구절초차,음료 및 차류_1764_구절초차
20,음료 및 차류,1765,국화차,음료 및 차류_1765_국화차
20,음료 및 차류,1766,녹차,음료 및 차류_1766_녹차
20,음료 및 차류,1767,현미녹차,음료 및 차류_1767_현미녹차
20,음료 및 차류,1768,다래나무순차,음료 및 차류_1768_다래나무순차
20,음료 및 차류,1769,대추차,음료 및 차류_1769_대추차
2,빵 및 과자류,1770,잉글리쉬머핀,빵 및 과자류_1770_잉글리쉬머핀
20,음료 및 차류,1771,도라지차,음료 및 차류_1771_도라지차
20,음료 및 차류,1772,두충차,음료 및 차류_1772_두충차
20,음료 및 차류,1773,둥글레차,음료 및 차류_1773_둥글레차
20,음료 및 차류,1774,민들레차,음료 및 차류_1774_민들레차
20,음료 및 차류,1775,보리차,음료 및 차류_1775_보리차
20,음료 및 차류,1776,보이차,음료 및 차류_1776_보이차
20,음료 및 차류,1777,상지차,음료 및 차류_1777_상지차
2,빵 및 과자류,1778,팥호빵,빵 및 과자류_1778_팥호빵
20,음료 및 차류,1779,꿀생강차,음료 및 차류_1779_꿀생강차
20,음료 및 차류,1780,쌍화차,음료 및 차류_1780_쌍화차
20,음료 및 차류,1781,쑥차,음료 및 차류_1781_쑥차
20,음료 및 차류,1782,오미자차,음료 및 차류_1782_오미자차
20,음료 및 차류,1783,우롱차,음료 및 차류_1783_우롱차
2,빵 및 과자류,1784,카스텔라,빵 및 과자류_1784_카스텔라
20,음료 및 차류,1785,유자차,음료 및 차류_1785_유자차
20,음료 및 차류,1786,율무차,음료 및 차류_1786_율무차
20,음료 및 차류,1787,인삼차,음료 및 차류_1787_인삼차
20,음료 및 차류,1788,치커리차,음료 및 차류_1788_치커리차
2,빵 및 과자류,1790,커스터드,빵 및 과자류_1790_커스터드
20,음료 및 차류,1792,코코아,음료 및 차류_1792_코코아
20,음료 및 차류,1793,헛개차,음료 및 차류_1793_헛개차
20,음료 및 차류,1794,홍삼차,음료 및 차류_1794_홍삼차
20,음료 및 차류,1795,현미차,음료 및 차류_1795_현미차
20,음료 및 차류,1796,홍차,음료 및 차류_1796_홍차
20,음료 및 차류,1797,홍차(캔),음료 및 차류_1797_홍차(캔)
2,빵 및 과자류,1798,당근케이크,빵 및 과자류_1798_당근케이크
2,빵 및 과자류,1800,크로와상,빵 및 과자류_1800_크로와상
2,빵 및 과자류,1801,크림빵,빵 및 과자류_1801_크림빵
2,빵 및 과자류,1802,토스트식빵,빵 및 과자류_1802_토스트식빵
2,빵 및 과자류,1804,불고기피자(M),빵 및 과자류_1804_불고기피자(M)
2,빵 및 과자류,1806,슈프림피자(M),빵 및 과자류_1806_슈프림피자(M)
2,빵 및 과자류,1807,핫도그,빵 및 과자류_1807_핫도그
2,빵 및 과자류,1809,핫케이크,빵 및 과자류_1809_핫케이크
2,빵 및 과자류,1811,불고기햄버거,빵 및 과자류_1811_불고기햄버거
2,빵 및 과자류,1812,치즈버거,빵 및 과자류_1812_치즈버거
2,빵 및 과자류,1813,베이컨에그머핀샌드위치,빵 및 과자류_1813_베이컨에그머핀샌드위치
2,빵 및 과자류,1815,호밀빵,빵 및 과자류_1815_호밀빵
2,빵 및 과자류,1816,치킨버거,빵 및 과자류_1816_치킨버거
2,빵 및 과자류,1818,새우버거,빵 및 과자류_1818_새우버거
12,튀김류,1819,후라이드치킨,튀김류_1819_후라이드치킨
12,튀김류,1820,양념치킨,튀김류_1820_양념치킨
2,빵 및 과자류,1822,고르곤졸라피자(M),빵 및 과자류_1822_고르곤졸라피자(M)
2,빵 및 과자류,1823,콤비네이션피자(M),빵 및 과자류_1823_콤비네이션피자(M)
2,빵 및 과자류,1824,치즈피자(M),빵 및 과자류_1824_치즈피자(M)
2,빵 및 과자류,1825,참치샌드위치,빵 및 과자류_1825_참치샌드위치
19,유제품류 및 빙과,1890,요구르트(액상),유제품류 및 빙과_1890_요구르트(액상)
19,유제품류 및 빙과,1891,"요구르트(저당, 액상)","유제품류 및 빙과_1891_요구르트(저당, 액상)"
19,유제품류 및 빙과,1892,마시는요거트(딸기맛),유제품류 및 빙과_1892_마시는요거트(딸기맛)
19,유제품류 및 빙과,1893,요거트(플레인),유제품류 및 빙과_1893_요거트(플레인)
19,유제품류 및 빙과,1894,요거트(딸기),유제품류 및 빙과_1894_요거트(딸기)
19,유제품류 및 빙과,1895,요거트(망고) ,유제품류 및 빙과_1895_요거트(망고) 
20,음료 및 차류,1898,아이스 아메리카노,음료 및 차류_1898_아이스 아메리카노
20,음료 및 차류,1899,아메리카노,음료 및 차류_1899_아메리카노
20,음료 및 차류,1900,에스프레소,음료 및 차류_1900_에스프레소
20,음료 및 차류,1901,에스프레소 마키아또,음료 및 차류_1901_에스프레소 마키아또
20,음료 및 차류,1902,카라멜 마키아또,음료 및 차류_1902_카라멜 마키아또
20,음료 및 차류,1903,아이스 카라멜 마키아또,음료 및 차류_1903_아이스 카라멜 마키아또
20,음료 및 차류,1904,카푸치노,음료 및 차류_1904_카푸치노
20,음료 및 차류,1905,아이스 카푸치노,음료 및 차류_1905_아이스 카푸치노
23,당류,1906,다크 초콜릿,당류_1906_다크 초콜릿
23,당류,1907,땅콩 초콜릿,당류_1907_땅콩 초콜릿
23,당류,1908,밀크 라이스 시리얼 초콜릿,당류_1908_밀크 라이스 시리얼 초콜릿
23,당류,1909,밀크 아몬드 초콜릿,당류_1909_밀크 아몬드 초콜릿
23,당류,1910,스위트 초콜릿,당류_1910_스위트 초콜릿
23,당류,1911,화이트 초콜릿,당류_1911_화이트 초콜릿
23,당류,1912,드롭스 사탕,당류_1912_드롭스 사탕
23,당류,1913,마쉬멜로 사탕,당류_1913_마쉬멜로 사탕
23,당류,1914,박하 사탕,당류_1914_박하 사탕
23,당류,1915,버터 사탕,당류_1915_버터 사탕
23,당류,1916,땅콩 사탕,당류_1916_땅콩 사탕
19,유제품류 및 빙과,1919,아이스크림(딸기맛),유제품류 및 빙과_1919_아이스크림(딸기맛)
19,유제품류 및 빙과,1920,아이스크림(바닐라맛),유제품류 및 빙과_1920_아이스크림(바닐라맛)
19,유제품류 및 빙과,1921,아이스크림(초콜릿맛),유제품류 및 빙과_1921_아이스크림(초콜릿맛)
19,유제품류 및 빙과,1923,아이스크림(유지방 12%),유제품류 및 빙과_1923_아이스크림(유지방 12%)
19,유제품류 및 빙과,1924,소프트 아이스크림(바닐라맛),유제품류 및 빙과_1924_소프트 아이스크림(바닐라맛)
19,유제품류 및 빙과,1925,크림치즈,유제품류 및 빙과_1925_크림치즈
19,유제품류 및 빙과,1926,모짜렐라 치즈,유제품류 및 빙과_1926_모짜렐라 치즈
19,유제품류 및 빙과,1927,체다치즈,유제품류 및 빙과_1927_체다치즈
19,유제품류 및 빙과,1928,파마산 치즈,유제품류 및 빙과_1928_파마산 치즈
19,유제품류 및 빙과,1929,블루치즈,유제품류 및 빙과_1929_블루치즈
19,유제품류 및 빙과,1930,브리 치즈,유제품류 및 빙과_1930_브리 치즈
19,유제품류 및 빙과,1931,까망베르 치즈,유제품류 및 빙과_1931_까망베르 치즈
19,유제품류 및 빙과,1932,고다 치즈,유제품류 및 빙과_1932_고다 치즈
19,유제품류 및 빙과,1933,브릭 치즈,유제품류 및 빙과_1933_브릭 치즈
